project,street,postal,year,typeOfSale,propertyType,price_psm,lat,lon
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12650.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12600.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12100.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12230.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12600.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12903.225806451614,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12700.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12903.225806451614,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12680.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13349.850746268658,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12150.537634408602,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13688.172043010753,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13440.860215053763,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13811.475409836066,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12000.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12700.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12903.225806451614,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13442.622950819672,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12741.935483870968,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12733.944954128441,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13467.88990825688,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13044.776119402984,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13131.147540983606,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,11680.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12650.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12910.44776119403,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12000.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12688.172043010753,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,11612.90322580645,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12688.172043010753,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12473.118279569893,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12650.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12520.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12100.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12021.505376344086,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13770.491803278688,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13211.009174311926,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12540.983606557376,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12280.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12903.225806451614,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13483.606557377048,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12100.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13440.860215053763,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13606.557377049181,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13722.388059701492,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13187.606557377048,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12420.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12450.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13192.660550458715,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,14179.10447761194,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12774.193548387097,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13993.710691823899,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13311.827956989247,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,15081.967213114754,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12580.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13899.08256880734,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13606.557377049181,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12800.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12800.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13300.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13280.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12000.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13311.827956989247,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13480.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14465.408805031446,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14344.262295081968,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14573.77049180328,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13805.970149253732,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13992.537313432837,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13600.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12788.88,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13680.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,14110.091743119267,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13500.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,14007.27868852459,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13880.597014925374,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,11850.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13524.590163934427,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12650.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13118.279569892473,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13770.491803278688,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13944.954128440368,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,14096.179104477613,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,11100.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13440.860215053763,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,14238.805970149253,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12800.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13200.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14000.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13800.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13150.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,11612.90322580645,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,12750.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12850.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12850.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14576.954128440368,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,12043.010752688173,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12043.010752688173,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13200.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13400.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13000.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13200.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13100.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12688.172043010753,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,14179.10447761194,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13550.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13849.462365591398,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13302.752293577982,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,11827.956989247312,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13365.591397849463,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13800.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13800.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13440.860215053763,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13350.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13650.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13302.752293577982,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13629.032258064517,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14179.10447761194,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13800.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13000.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,14016.393442622952,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13400.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12795.698924731183,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12800.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13172.043010752688,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,12650.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,12688.172043010753,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,13440.860215053763,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2022,3,Executive Condominium,14029.850746268658,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13650.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14477.611940298508,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13980.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14280.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14100.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13439.655913978495,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13880.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13950.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14000.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14280.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,12888.88,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13500.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,15614.754098360656,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14090.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14925.373134328358,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14193.548387096775,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14813.432835820895,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14080.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14385.245901639344,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14344.262295081968,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14300.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,15000.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14500.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13500.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14300.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13934.426229508197,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14924.731182795698,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14193.548387096775,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14477.064220183487,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14180.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14193.548387096775,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14228.88,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14838.709677419354,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14892.47311827957,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14086.021505376344,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14850.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14838.709677419354,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14800.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,13978.494623655914,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,13859.010752688173,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,15163.934426229509,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,15380.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14600.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,15412.844036697248,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14700.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,13300.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14200.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14462.36559139785,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14000.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,15327.868852459016,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,15000.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14500.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14925.373134328358,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14250.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14800.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13606.557377049181,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14901.639344262296,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,13900.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14508.196721311475,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14407.397849462366,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14000.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14516.129032258064,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13500.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13988.043010752688,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14925.373134328358,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14480.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,15000.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14000.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,15163.934426229509,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14850.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,15400.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,15300.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14838.709677419354,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,15100.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14754.098360655738,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,15798.165137614678,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,13700.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13800.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,16330.275229357798,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,15320.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,15208.955223880597,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14569.89247311828,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13817.20430107527,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,13880.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,14330.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,14918.032786885246,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2023,3,Executive Condominium,13860.0,1.401269051299778,103.915973926594
THE TERRACE,EDGEDALE PLAINS,,2024,3,Executive Condominium,13900.0,1.401269051299778,103.915973926594
BARTLEY RISE ESTATE,EDEN GROVE,,2022,3,Terrace,8997.955010224949,1.344819657044293,103.8718600215663
BARTLEY RISE ESTATE,EDEN GROVE,,2022,3,Terrace,17805.858701895464,1.344819657044293,103.8718600215663
BARTLEY RISE ESTATE,EDEN GROVE,,2024,3,Terrace,33125.81063553826,1.344819657044293,103.8718600215663
BARTLEY RISE ESTATE,EDEN GROVE,,2024,3,Terrace,29142.10870988867,1.344819657044293,103.8718600215663
GARDEN VIEW ESTATE,CONWAY CIRCLE,,2022,3,Terrace,13867.576015913613,1.359436339757395,103.8652347552972
GARDEN VIEW ESTATE,CONWAY CIRCLE,,2024,3,Semi-detached,22051.677593521017,1.359436339757395,103.8652347552972
183 LONGHAUS,UPPER THOMSON ROAD,,2022,3,Apartment,16768.827586206895,1.350960635931634,103.8355035425116
183 LONGHAUS,UPPER THOMSON ROAD,,2022,3,Apartment,19300.0,1.350960635931634,103.8355035425116
183 LONGHAUS,UPPER THOMSON ROAD,,2023,3,Apartment,20000.0,1.350960635931634,103.8355035425116
183 LONGHAUS,UPPER THOMSON ROAD,,2023,3,Apartment,19090.909090909092,1.350960635931634,103.8355035425116
183 LONGHAUS,UPPER THOMSON ROAD,,2022,3,Apartment,18760.0,1.350960635931634,103.8355035425116
183 LONGHAUS,UPPER THOMSON ROAD,,2023,3,Apartment,18806.81818181818,1.350960635931634,103.8355035425116
183 LONGHAUS,UPPER THOMSON ROAD,,2022,3,Apartment,17300.0,1.350960635931634,103.8355035425116
183 LONGHAUS,UPPER THOMSON ROAD,,2024,3,Apartment,18750.0,1.350960635931634,103.8355035425116
183 LONGHAUS,UPPER THOMSON ROAD,,2024,3,Apartment,18549.45054945055,1.350960635931634,103.8355035425116
183 LONGHAUS,UPPER THOMSON ROAD,,2024,3,Apartment,19765.625,1.350960635931634,103.8355035425116
SOUTHAVEN I,HINDHEDE WALK,,2022,3,Condominium,12500.0,1.347260291443142,103.773320827343
SOUTHAVEN I,HINDHEDE WALK,,2022,3,Condominium,12295.081967213115,1.347260291443142,103.773320827343
SOUTHAVEN I,HINDHEDE WALK,,2023,3,Condominium,12413.1875,1.347260291443142,103.773320827343
SOUTHAVEN I,HINDHEDE WALK,,2022,3,Condominium,12892.561983471074,1.347260291443142,103.773320827343
SOUTHAVEN I,HINDHEDE WALK,,2022,3,Condominium,14563.106796116504,1.347260291443142,103.773320827343
SOUTHAVEN I,HINDHEDE WALK,,2023,3,Condominium,11538.461538461539,1.347260291443142,103.773320827343
SOUTHAVEN I,HINDHEDE WALK,,2023,3,Condominium,13636.363636363636,1.347260291443142,103.773320827343
SOUTHAVEN I,HINDHEDE WALK,,2023,3,Condominium,13333.333333333334,1.347260291443142,103.773320827343
SOUTHAVEN I,HINDHEDE WALK,,2024,3,Condominium,14853.225806451614,1.347260291443142,103.773320827343
SOUTHAVEN I,HINDHEDE WALK,,2023,3,Condominium,14835.164835164835,1.347260291443142,103.773320827343
SOUTHAVEN I,HINDHEDE WALK,,2024,3,Condominium,14450.86705202312,1.347260291443142,103.773320827343
D'ECOSIA,STILL ROAD SOUTH,,2023,3,Condominium,13514.851485148514,1.306440822728206,103.9100624184113
D'ECOSIA,STILL ROAD SOUTH,,2024,3,Condominium,17142.85714285714,1.306440822728206,103.9100624184113
