OBJECTID,ECSI,SEVI
5131,0.387994,0.63003
5132,0.272435,0.520591
5133,0.375619,0.624907
5134,0.287435,0.446799
5135,0.424641,0.671536
5136,0.340187,0.151449
5137,0.148942,0.418795
5138,0.130412,0.028123
5139,0.225964,0.545205
5141,0.106922,0.232415
5143,0.477713,0.371015
5144,0.438828,0.08517
5145,0.209333,0.056295
5146,0.458807,0.392306
5147,0.143614,0.515954
5148,0.467549,0.426079
5149,0.361034,0.476957
5150,0.122607,0.534328
5151,0.167934,0.138868
5152,0.123696,0.420722
5153,0.242447,0.421787
5154,0.280079,0.131751
5155,0.369757,0.505205
5156,0.391918,0.118447
5157,0.320487,0.512062
5158,0.409374,0.441504
5159,0.275842,0.461659
5160,0.308785,0.396389
5161,0.123601,0.100996
5162,0.405086,0.825281
5163,0.142546,0.035842
5164,0.420307,0.450081
5165,0.282093,0.39196
5166,0.416002,0.296548
5167,0.471854,0.472846
5168,0.261952,0.551244
5170,0.313343,0.438831
5171,0.352191,0.113003
5172,0.224581,0.298659
5173,0.41288,0.416443
5174,0.319615,0.374137
5175,0.400019,0.386169
5176,0.391717,0.732814
5177,0.304024,0.863711
5178,0.110119,0.008003
5179,0.312781,0.143108
5182,0.322097,0.44337
5183,0.402357,0.679269
5184,0.38269,0.104293
5185,0.368703,0.121488
5186,0.420272,0.505005
5187,0.429793,0.465699
5188,0.162624,0.301995
5189,0.224352,0.455764
5190,0.319479,0.503732
5191,0.302499,0.122349
5192,0.315403,0.373109
5193,0.273198,0.431967
5194,0.292599,0.137855
5195,0.353919,0.107213
5196,0.490094,0.336973
5197,0.414351,0.521387
5198,0.318859,0.318923
5199,0.35075,0.422805
5200,0.371058,0.319218
5201,0.299106,0.405079
5202,0.277092,0.295222
5203,0.383069,0.416234
5204,0.324433,0.364303
5205,0.334882,0.356516
5206,0.360198,0.124242
5208,0.398838,0.084807
5209,0.246752,0.405654
5210,0.393419,0.229838
5211,0.398041,0.105757
5213,0.353032,0.357481
5215,0.191993,0.05822
5216,0.356609,0.484953
5217,0.035061,0.020096
5218,0.410618,0.463024
5221,0.229788,0.662727
5223,0.320015,0.386215
5224,0.438449,0.543503
5225,0.304481,0.527279
5226,0.158655,0.386284
5228,0.164916,0.389798
5230,0.312653,0.103247
5232,0.448233,0.373266
5233,0.131691,0.034829
5234,0.450201,0.434684
5236,0.470703,0.489791
5238,0.352642,0.333344
5240,0.283193,0.384458
5242,0.23771,0.274092
5243,0.366912,0.303155
5244,0.363829,0.554852
5245,0.395676,0.280661
5246,0.211577,0.088114
5248,0.268512,0.303306
5249,0.327316,0.382536
5250,0.185808,0.11048
5251,0.388628,0.423784
5252,0.429989,0.382609
5253,0.354317,0.301214
5254,0.36237,0.180841
5255,0.390064,0.381055
5256,0.130061,0.179754
5257,0.196932,0.380638
5258,0.377803,0.292597
5260,0.365475,0.482
5261,0.336854,0.60808
5262,0.168681,0.103357
5263,0.26642,0.534357
5264,0.40533,0.507342
5266,0.377828,0.278706
5267,0.21784,0.563053
5268,0.37722,0.131153
5269,0.367826,0.359902
5270,0.28336,0.033208
5271,0.356344,0.667653
5272,0.441974,0.438874
5273,0.284862,0.142292
5274,0.11577,0.109351
5275,0.420349,0.415956
5277,0.13698,0.432859
5278,0.313782,0.13431
5280,0.432996,0.369609
5281,0.073399,0.031817
5282,0.274055,0.384583
5283,0.142883,0.282265
5284,0.304595,0.438948
5285,0.365437,0.368596
5286,0.291631,0.489193
5287,0.212884,0.559314
5288,0.297159,0.435895
5290,0.192717,0.373739
5291,0.43104,0.288873
5292,0.280568,0.088549
5293,0.395684,0.426825
5294,0.382313,0.489649
5295,0.204256,0.480466
5296,0.389267,0.481628
5297,0.376563,0.467336
5298,0.449144,0.420021
5299,0.331724,0.09055
5301,0.394364,0.473792
5302,0.428926,0.594205
5303,0.312264,0.594353
5304,0.307596,0.305627
5306,0.417667,0.286122
5307,0.184057,0.082983
5308,0.31328,0.309619
5309,0.111891,0.175054
5310,0.255742,0.283625
5311,0.432821,0.114316
5312,0.072503,0.072127
5314,0.325533,0.117232
5315,0.120314,0.072089
5316,0.340685,0.389729
5317,0.313111,0.51657
5318,0.215379,0.424802
5319,0.240294,0.220523
5321,0.393081,0.401302
5322,0.366999,0.11641
5323,0.169602,0.02974
5324,0.157357,0.037351
5325,0.355745,0.509973
5326,0.487717,0.516746
5327,0.398039,0.339698
5328,0.235616,0.536691
5329,0.37368,0.302116
5330,0.282109,0.52357
5331,0.392492,0.427132
5332,0.345459,0.144553
5334,0.346298,0.153949
5335,0.388499,0.097535
5336,0.458193,0.306791
5337,0.314473,0.290399
5338,0.432715,0.492537
5339,0.42423,0.418642
5341,0.295602,0.325772
5343,0.351217,0.46886
5344,0.30565,0.422229
5345,0.416135,0.338988
5346,0.355945,0.138664
5347,0.421463,0.342279
5349,0.353764,0.752746
5350,0.441079,0.524141
5351,0.112551,0.084917
5352,0.196192,0.224139
5353,0.287193,0.407474
5354,0.358057,0.498212
5355,0.474072,0.439475
5356,0.402227,0.372285
5358,0.247057,0.111874
5359,0.273164,0.43826
5360,0.296359,0.155793
5361,0.30901,0.080825
5362,0.373218,0.490745
5363,0.426883,0.18694
5364,0.4785,0.194861
5365,0.427755,0.430456
5366,0.455912,0.447119
5367,0.379206,0.133845
5369,0.335695,0.163697
5371,0.418417,0.450961
5372,0.435524,0.28879
5374,0.22302,0.578063
5375,0.314948,0.073541
5376,0.100566,0.085621
5378,0.365973,0.313776
5379,0.255545,0.156321
5380,0.123534,0.084461
5381,0.373287,0.483653
5382,0.343041,0.157804
5383,0.107658,0.078988
5384,0.321686,0.198763
5385,0.380026,0.456783
5386,0.434669,0.405962
5387,0.279389,0.428325
5388,0.440181,0.399387
5389,0.090798,0.124347
5390,0.343079,0.243248
5391,0.356572,0.507448
5392,0.452185,0.521931
5394,0.366669,0.39915
5395,0.294342,0.4126
5398,0.353167,0.081835
5399,0.457555,0.121913
5400,0.30614,0.470749
5402,0.316826,0.121673
5404,0.271952,0.143399
5405,0.387925,0.115059
5407,0.254997,0.576838
5408,0.385884,0.465748
5411,0.259446,0.442483
5412,0.345395,0.316518
5413,0.36408,0.395406
5416,0.347645,0.298889
5417,0.258056,0.431845
5418,0.388605,0.432855
5419,0.131377,0.092099
5420,0.332064,0.570628
5421,0.440359,0.330659
5422,0.447085,0.432415
5423,0.301843,0.461295
5424,0.353516,0.306591
5425,0.288634,0.201341
5427,0.104659,0.350315
5428,0.39312,0.63499
5429,0.202578,0.075037
5430,0.353359,0.736914
5431,0.113898,0.35223
5432,0.405407,0.435864
5433,0.10809,0.073971
5435,0.410413,0.400064
5436,0.328077,0.092046
5437,0.230902,0.560986
5438,0.30696,0.484459
5439,0.29378,0.541817
5442,0.350312,0.510345
5443,0.421889,0.486407
5444,0.193682,0.402019
5445,0.247333,0.244164
5446,0.347213,0.114853
5447,0.487709,0.580015
5448,0.330684,0.424688
5449,0.406873,0.125124
5450,0.404816,0.514118
5451,0.357982,0.124583
5452,0.440582,0.465145
5453,0.236576,0.121305
5454,0.36805,0.309089
5455,0.35641,0.369215
5456,0.252463,0.585666
5457,0.202573,0.354478
5460,0.132017,0.532093
5461,0.397247,0.459279
5462,0.393262,0.111624
5463,0.384719,0.54946
5464,0.412559,0.446178
5465,0.312621,0.564712
5469,0.465653,0.445439
5470,0.390114,0.299861
5471,0.4111,0.486732
5472,0.360513,0.627919
5473,0.372491,0.390582
5474,0.396183,0.2964
5475,0.116711,0.128078
5476,0.315647,0.463118
5477,0.257379,0.478346
5478,0.371363,0.29949
5479,0.421925,0.613913
5480,0.461861,0.558152
5481,0.439823,0.644911
5482,0.271096,0.154504
5483,0.475255,0.519585
5484,0.318073,0.251251
5485,0.126863,0.091431
5487,0.104815,0.064729
5488,0.491042,0.411831
5489,0.370261,0.430671
5490,0.161504,0.355374
5491,0.316905,0.690687
5492,0.366123,0.268635
5493,0.367293,0.296913
5494,0.416265,0.428247
5496,0.376153,0.307573
5497,0.278466,0.318048
5498,0.380089,0.172738
5499,0.429792,0.332762
5501,0.402196,0.111689
5503,0.245629,0.484734
5504,0.197052,0.081442
5506,0.178939,0.395818
5507,0.184095,0.066387
5508,0.316504,0.481837
5509,0.104155,0.070655
5510,0.359357,0.414336
5513,0.371007,0.28067
5514,0.18236,0.054822
5515,0.318875,0.149466
5516,0.460139,0.419186
5519,0.452759,0.520158
5520,0.475534,0.400794
5522,0.15115,0.365105
5523,0.297019,0.416106
5524,0.40543,0.575574
5525,0.322873,0.518267
5526,0.407832,0.457861
5527,0.454309,0.371409
5528,0.433725,0.432466
5529,0.18398,0.140805
5530,0.40416,0.544728
5531,0.13769,0.53841
5532,0.307948,0.148793
5533,0.37842,0.473706
5534,0.372841,0.430152
5535,0.392915,0.079674
5537,0.129165,0.193855
5538,0.193898,0.06002
5539,0.360271,0.524577
5540,0.468315,0.435175
5541,0.394425,0.495581
5542,0.185533,0.284399
5543,0.230682,0.635888
5544,0.452248,0.465366
5545,0.35232,0.529521
5546,0.336176,0.117322
5547,0.374609,0.107452
5548,0.182012,0.549756
5549,0.361264,0.471103
5550,0.294045,0.4814
5551,0.205402,0.383439
5552,0.415368,0.459306
5553,0.426421,0.540078
5554,0.420541,0.248077
5558,0.344818,0.323569
5559,0.362637,0.42607
5560,0.099684,0.07326
5561,0.365917,0.443459
5562,0.408075,0.483258
5563,0.403234,0.528443
5564,0.34248,0.121958
5565,0.469549,0.400792
5566,0.256902,0.417937
5568,0.39281,0.300346
5569,0.367662,0.460959
5570,0.385189,0.477539
5571,0.294162,0.472258
5572,0.283119,0.450237
5573,0.167451,0.417131
5574,0.350726,0.600594
5576,0.478889,0.429299
5577,0.150433,0.083682
5578,0.467022,0.395299
5579,0.120016,0.513199
5580,0.409832,0.367372
5581,0.482429,0.44195
5582,0.424169,0.338734
5583,0.322132,0.464469
5584,0.164785,0.44912
5585,0.404291,0.589144
5586,0.145158,0.411263
5587,0.226787,0.125888
5588,0.30799,0.655067
5589,0.407112,0.327926
5590,0.239133,0.14008
5591,0.319649,0.505157
5592,0.177309,0.311888
5593,0.35542,0.375778
5594,0.236419,0.580026
5595,0.180414,0.071169
5596,0.128722,0.486638
5597,0.365855,0.488751
5598,0.189504,0.082383
5599,0.364768,0.501998
5600,0.161566,0.06774
5601,0.375244,0.299131
5603,0.196232,0.397659
5605,0.336382,0.111
5606,0.372808,0.429958
5609,0.466042,0.524684
5610,0.046758,0.012953
5611,0.137481,0.451048
5612,0.385662,0.716451
5613,0.290468,0.04513
5614,0.196018,0.294644
5615,0.427119,0.17465
5616,0.173838,0.074641
5617,0.226841,0.486745
5618,0.490144,0.660998
5619,0.302549,0.147429
5621,0.107777,0.436847
5622,0.387371,0.481705
5624,0.360376,0.598493
5625,0.311682,0.62386
5627,0.201448,0.394326
5628,0.410139,0.469278
5629,0.198005,0.096006
5630,0.299052,0.136884
5631,0.34855,0.582942
5632,0.354518,0.154566
5633,0.360044,0.531925
5634,0.398502,0.280468
5635,0.147151,0.118932
5637,0.328977,0.454457
5638,0.311729,0.420699
5640,0.346043,0.434547
5642,0.27557,0.243552
5644,0.356129,0.296074
5645,0.303889,0.446581
5646,0.342632,0.332363
5647,0.363059,0.558443
5648,0.389063,0.44896
5650,0.32872,0.071159
5651,0.175399,0.090295
5653,0.382523,0.113644
5654,0.286046,0.479499
5655,0.466692,0.490005
5656,0.475955,0.448129
5660,0.255528,0.101316
5661,0.149714,0.0
5663,0.327397,0.488286
5664,0.03615,0.010385
5665,0.37216,0.569931
5666,0.386379,0.358985
5668,0.300829,0.126815
5669,0.198449,0.251551
5671,0.460135,0.525481
5672,0.26458,0.114383
5673,0.181433,0.106316
5674,0.302249,0.514534
5675,0.336555,0.526665
5677,0.123834,0.446886
5678,0.350706,0.18457
5679,0.348336,0.391332
5680,0.40507,0.406793
5681,0.074975,0.024468
5682,0.42838,0.511289
5683,0.384226,0.485952
5684,0.254239,0.303313
5685,0.3347,0.452338
5686,0.295527,0.073272
5687,0.450732,0.362984
5688,0.29366,0.131363
5689,0.337805,0.660218
5690,0.334271,0.097894
5691,0.432972,0.290948
5692,0.329744,0.129885
5693,0.311689,0.461094
5694,0.454043,0.390461
5695,0.423349,0.379394
5696,0.31447,0.410474
5697,0.425727,0.512291
5698,0.324832,0.476291
5699,0.345981,0.121335
5700,0.222685,0.453418
5701,0.266764,0.433191
5702,0.160194,0.383764
5703,0.34653,0.180679
5704,0.342517,0.588416
5705,0.182134,0.10623
5706,0.358591,0.501008
5707,0.331696,0.355916
5708,0.341858,0.547149
5709,0.377517,0.500222
5710,0.1917,0.062637
5711,0.435301,0.244549
5712,0.341403,0.116552
5713,0.161651,0.076984
5714,0.136821,0.496221
5715,0.432632,0.124074
5716,0.335984,0.077014
5717,0.405735,0.119875
5719,0.372194,0.295636
5721,0.34952,0.387758
5722,0.342031,0.106069
5724,0.348643,0.108793
5725,0.451663,0.373899
5726,0.399366,0.066312
5727,0.353962,0.602691
5728,0.340064,0.138271
5729,0.369456,0.290717
5730,0.374768,0.595918
5731,0.38113,0.100325
5732,0.308787,0.244176
5733,0.364254,0.661745
5734,0.437546,0.396724
5735,0.454139,0.561351
5736,0.426484,0.415151
5737,0.39074,0.652059
5738,0.247882,0.14524
5739,0.283304,0.394276
5740,0.387195,0.114605
5741,0.36668,0.413843
5743,0.43232,0.488194
5744,0.434641,0.412369
5745,0.463643,0.317304
5746,0.348685,0.033836
5748,0.355435,0.554985
5749,0.223169,0.646044
5751,0.346591,0.466921
5753,0.400501,0.11786
5754,0.385591,0.447997
5755,0.213952,0.510567
5757,0.340717,0.109964
5758,0.28091,0.49216
5760,0.202196,0.395843
5761,0.338635,0.544367
5762,0.338391,0.575713
5764,0.304271,0.489045
5765,0.456026,0.459991
5766,0.235645,0.03795
5767,0.219407,0.469854
5768,0.22904,0.612184
5769,0.139176,0.055059
5771,0.23873,0.361131
5773,0.094862,0.234449
5774,0.333511,0.602593
5775,0.314778,0.405789
5776,0.290425,0.137674
5777,0.40674,0.436571
5778,0.330658,0.484467
5779,0.396807,0.123769
5781,0.366762,0.766362
5782,0.361398,0.111194
5783,0.403227,0.404548
5784,0.379712,0.658561
5785,0.287599,0.417778
5786,0.226429,0.036989
5787,0.377335,0.432517
5788,0.122953,0.123459
5789,0.107065,0.240579
5790,0.338781,0.112469
5791,0.332615,0.54956
5792,0.380731,0.470009
5793,0.401941,0.409098
5794,0.366456,0.139189
5795,0.21981,0.38796
5797,0.300129,0.635193
5798,0.394535,0.418357
5799,0.141113,0.458561
5800,0.103996,0.23328
5801,0.275178,0.118862
5802,0.379179,0.103915
5803,0.355556,0.484205
5804,0.407812,0.614517
5805,0.423605,0.450336
5806,0.487575,0.453695
5807,0.181847,0.054859
5808,0.334413,0.07811
5809,0.208247,0.036837
5811,0.436021,0.444269
5813,0.440138,0.575287
5815,0.300413,0.415508
5816,0.232443,0.522861
5821,0.288525,0.131646
5822,0.455745,0.348065
5823,0.351357,0.123015
5824,0.361863,0.406704
5825,0.479432,0.458624
5826,0.388543,0.315296
5827,0.431178,0.681456
5828,0.213437,0.07763
5829,0.392036,0.459104
5830,0.406043,0.527325
5831,0.304094,0.287258
5832,0.433176,0.642394
5834,0.444763,0.332617
5835,0.304502,0.433704
5836,0.386826,0.518525
5838,0.363783,0.399371
5840,0.234584,0.426778
5841,0.333458,0.531801
5842,0.406012,0.58228
5843,0.325706,0.504818
5844,0.342162,0.12947
5845,0.408749,0.373427
5846,0.149627,0.527419
5847,0.347927,0.584236
5848,0.25166,0.444728
5849,0.224322,0.090205
5851,0.133824,0.439787
5852,0.274654,0.47303
5853,0.457821,0.434749
5854,0.104818,0.095067
5855,0.366512,0.455187
5857,0.37881,0.470137
5858,0.395284,0.495327
5859,0.434167,0.318301
5860,0.413271,0.434909
5861,0.306838,0.509669
5862,0.314929,0.071525
5863,0.14528,0.145413
5864,0.286732,0.204577
5865,0.120034,0.08514
5866,0.17932,0.25817
5867,0.116724,0.318358
5868,0.444614,0.292259
5869,0.317438,0.13087
5870,0.130335,0.306962
5871,0.357084,0.57853
5873,0.161223,0.179097
5874,0.358161,0.351703
5875,0.331538,0.121083
5877,0.300479,0.491156
5878,0.079817,0.020274
5879,0.495016,0.424702
5880,0.079496,0.071198
5882,0.365311,0.602853
5883,0.349173,0.549359
5885,0.425772,0.338976
5886,0.081199,0.025331
5887,0.399951,0.660215
5891,0.418853,0.147046
5892,0.216716,0.068574
5894,0.160402,0.060392
5898,0.207481,0.100589
5899,0.284201,0.148745
5900,0.129525,0.530824
5901,0.352047,0.118988
5904,0.412368,0.288906
5905,0.117464,0.253894
5906,0.166003,0.274571
5907,0.301768,0.514696
5908,0.329265,0.035526
5911,0.382483,0.49306
5912,0.376397,0.38797
5913,0.22126,0.447172
5916,0.367164,0.290155
5917,0.33223,0.118911
5918,0.33665,0.063912
5919,0.376817,0.166122
5920,0.374087,0.478521
5921,0.243489,0.652759
5922,0.408689,0.35209
5923,0.281903,0.143905
5926,0.396919,0.113005
5927,0.242273,0.210458
5928,0.367288,0.357147
5929,0.378774,0.616421
5930,0.090927,0.027147
5931,0.163218,0.031071
5932,0.179321,0.064745
5933,0.107883,0.44063
5934,0.403987,0.796854
5935,0.420059,0.471409
5937,0.404128,0.53992
5938,0.422524,0.50833
5939,0.254901,0.072203
5943,0.438259,0.422909
5944,0.324962,0.157677
5945,0.418889,0.376244
5946,0.196533,0.066339
5947,0.363862,0.291177
5948,0.29445,0.283163
5949,0.351513,0.710347
5950,0.39233,0.417223
5951,0.278909,0.673346
5952,0.485951,0.432042
5953,0.339605,0.333979
5954,0.166353,0.039111
5955,0.203409,0.148269
5956,0.221782,0.369782
5957,0.362454,0.117681
5959,0.273371,0.101914
5960,0.316189,0.392872
5961,0.401469,0.497092
5963,0.389789,0.429342
5964,0.340252,0.512669
5965,0.45673,0.263118
5966,0.243652,0.462886
5967,0.248399,0.406671
5968,0.411478,0.118223
5969,0.469736,0.418195
5970,0.393173,0.528747
5971,0.445246,0.384394
5972,0.395228,0.543717
5973,0.316427,0.519078
5974,0.386354,0.628956
5975,0.396657,0.465513
5976,0.365596,0.398839
5977,0.309611,0.100778
5978,0.435227,0.436153
5979,0.446635,0.558149
5980,0.411948,0.72582
5981,0.417288,0.132434
5982,0.259974,0.620734
5983,0.39921,0.43552
5985,0.401787,0.110933
5986,0.354817,0.296797
5987,0.337595,0.130171
5989,0.404524,0.67941
5992,0.383663,0.171906
5995,0.411694,0.387992
5997,0.451484,0.408932
5998,0.379558,0.526502
5999,0.403876,0.512692
6000,0.213491,0.371433
6001,0.338535,0.487015
6002,0.305911,0.423802
6003,0.378034,0.104392
6005,0.3088,0.299716
6006,0.402653,0.380434
6007,0.345157,0.638711
6009,0.115017,0.470196
6010,0.266754,0.296096
6011,0.07607,0.025226
6012,0.291275,0.495056
6013,0.143288,0.088655
6014,0.233654,0.55495
6015,0.300301,0.577066
6016,0.385375,0.428376
6018,0.454758,0.470594
6019,0.344878,0.101354
6020,0.439964,0.387062
6021,0.382005,0.506776
6022,0.335571,0.091983
6025,0.343134,0.633083
6026,0.426985,0.337711
6027,0.430429,0.766703
6028,0.423534,0.509681
6029,0.374535,0.289842
6031,0.128895,0.102494
6032,0.354192,0.45722
6033,0.358273,0.126897
6034,0.354637,0.482487
6035,0.294538,0.197345
6036,0.167289,0.099445
6037,0.081504,0.109916
6038,0.377726,0.513679
6039,0.338172,0.434813
6040,0.280306,0.433706
6041,0.340685,0.356411
6042,0.394013,0.47705
6044,0.303113,0.130268
6045,0.167976,0.436087
6046,0.349669,0.121374
6047,0.080945,0.260415
6048,0.29532,0.474959
6049,0.294757,0.439584
6051,0.245732,0.502327
6052,0.477663,0.395896
6053,0.41607,0.394456
6054,0.425865,0.330804
6055,0.373688,0.512114
6056,0.441335,0.137816
6057,0.046042,0.007318
6058,0.356202,0.430308
6059,0.474648,0.382317
6060,0.249013,0.302707
6061,0.121333,0.33192
6062,0.346334,0.301916
6064,0.477578,0.460451
6065,0.324472,0.557138
6066,0.126271,0.493616
6067,0.363127,0.496212
6069,0.067605,0.020651
6070,0.418356,0.540998
6071,0.369385,0.110397
6072,0.400227,0.543139
6073,0.416201,0.070933
6074,0.376427,0.480601
6075,0.368053,0.113417
6077,0.151847,0.472169
6078,0.331136,0.384351
6080,0.188163,0.333466
6081,0.425851,0.430559
6082,0.319711,0.068398
6083,0.348436,0.584425
6084,0.419828,0.513297
6085,0.396809,0.081516
6086,0.142445,0.080965
6087,0.155736,0.421089
6088,0.308597,0.395595
6089,0.427495,0.481146
6091,0.34601,0.525119
6092,0.327595,0.426418
6094,0.404523,0.450386
6095,0.386761,0.488466
6096,0.308561,0.405926
6097,0.317352,0.452883
6098,0.41798,0.524503
6099,0.182498,0.084013
6100,0.440541,0.137065
6101,0.091001,0.067156
6102,0.377743,0.186146
6103,0.484615,0.423976
6104,0.393563,0.185528
6105,0.09067,0.031477
6106,0.196781,0.374977
6107,0.130864,0.034098
6108,0.307774,0.616328
6109,0.302689,0.468024
6110,0.396355,0.143211
6112,0.211096,0.47271
6113,0.130279,0.444418
6114,0.202941,0.089591
6116,0.120605,0.229017
6117,0.095598,0.042002
6118,0.40993,0.458896
6119,0.131137,0.353258
6120,0.278249,0.056873
6121,0.384801,0.415231
6122,0.173977,0.397049
6123,0.426217,0.431487
6124,0.318228,0.370247
6125,0.416891,0.501167
6126,0.438196,0.506648
6127,0.268885,0.534493
6129,0.372863,0.484582
6130,0.429011,0.527354
6131,0.128307,0.131495
6132,0.392437,0.07967
6133,0.291116,0.109068
6134,0.429121,0.577406
6135,0.383224,0.517669
6136,0.322208,0.091617
6137,0.157552,0.096119
6139,0.375937,0.428054
6140,0.423007,0.538112
6142,0.333477,0.267869
6143,0.34924,0.543361
6144,0.37269,0.369086
6145,0.330188,0.378653
6146,0.31192,0.252767
6147,0.15641,0.315369
6148,0.313878,0.023199
6149,0.389913,0.645118
6150,0.39164,0.485496
6151,0.111036,0.473555
6152,0.313014,0.541154
6153,0.322281,0.434577
6154,0.134368,0.289747
6156,0.313487,0.05222
6158,0.316511,0.114568
6159,0.36045,0.107749
6160,0.396109,0.107176
6161,0.361632,0.086522
6164,0.286506,0.452651
6165,0.402628,0.367471
6166,0.359641,0.152599
6167,0.372985,0.278433
6168,0.33093,0.289023
6169,0.245054,0.424593
6170,0.389262,0.434856
6171,0.335871,0.202072
6172,0.201852,0.141522
6173,0.179939,0.093326
6174,0.147228,0.021072
6176,0.381322,0.275758
6177,0.163897,0.22088
6178,0.364616,0.642586
6179,0.368089,0.399287
6180,0.154431,0.239969
6181,0.397432,0.383658
6182,0.427039,0.450014
6183,0.145039,0.102974
6185,0.421861,0.307261
6186,0.303874,0.445786
6187,0.404158,0.4463
6188,0.340945,0.542412
6189,0.34471,0.098095
6190,0.162722,0.354098
6192,0.416957,0.448083
6193,0.284803,0.381193
6194,0.196465,0.474651
6195,0.317585,0.42538
6196,0.325325,0.08317
6197,0.217891,0.447761
6198,0.269458,0.016307
6200,0.397419,0.471315
6201,0.31547,0.248154
6202,0.338205,0.487814
6203,0.308372,0.458824
6204,0.376912,0.120341
6205,0.176438,0.448999
6206,0.27735,0.48788
6207,0.2801,0.302433
6208,0.360511,0.372321
6209,0.344558,0.733599
6211,0.430464,0.392454
6214,0.191125,0.10397
6215,0.402347,0.436029
6217,0.117659,0.490866
6218,0.439597,0.550957
6219,0.398775,0.440877
6220,0.388839,0.494079
6221,0.060448,0.039504
6222,0.406024,0.407479
6223,0.433407,0.303515
6224,0.275139,0.264349
6225,0.325874,0.439209
6226,0.274024,0.305287
6227,0.120063,0.034399
6228,0.36621,0.126938
6230,0.311528,0.108795
6231,0.412587,0.244512
6233,0.465649,0.446929
6234,0.341518,0.498327
6235,0.369401,0.125804
6236,0.160587,0.406935
6237,0.407684,0.433218
6238,0.326593,0.199453
6239,0.304905,0.452688
6241,0.212283,0.301999
6242,0.324588,0.075528
6243,0.077259,0.073778
6245,0.399041,0.440127
6246,0.959125,0.281791
6247,0.389019,0.114212
6248,0.28977,0.122982
6250,0.21886,0.118659
6253,0.339582,0.122673
6254,0.134557,0.079965
6255,0.263549,0.501081
6256,0.160291,0.154135
6257,0.364179,0.483549
6258,0.380208,0.402854
6259,0.403953,0.445754
6260,0.468858,0.455069
6261,0.085082,0.117976
6262,0.358131,0.665412
6263,0.295783,0.369158
6264,0.053137,0.051151
6266,0.417661,0.546908
6267,0.355109,0.384529
6268,0.137684,0.08507
6269,0.044157,0.021979
6270,0.310809,0.289528
6272,0.366984,0.308771
6273,0.377932,0.117711
6274,0.297594,0.109967
6275,0.191889,0.105916
6277,0.309146,0.476625
6281,0.132255,0.500626
6282,0.400148,0.364989
6284,0.304808,0.483258
6285,0.317241,0.344762
6286,0.185089,0.059063
6287,0.183935,0.08089
6288,0.178029,0.090402
6291,0.484803,0.371102
6292,0.259465,0.495144
6294,0.396557,0.1737
6295,0.351338,0.15412
6296,0.149383,0.223454
6297,0.175242,0.194543
6298,0.183257,0.217458
6299,0.389398,0.660013
6300,0.368911,0.300818
6301,0.343237,0.592533
6302,0.447043,0.444126
6303,0.480087,0.463378
6304,0.398383,0.46365
6306,0.392698,0.28683
6307,0.309355,0.105854
6308,0.274541,0.431341
6309,0.276919,0.518121
6310,0.225435,0.034882
6312,0.380892,0.157923
6313,0.146701,0.170982
6314,0.166258,0.478165
6315,0.410168,0.436454
6316,0.189997,0.311285
6319,0.371674,0.170893
6320,0.183893,0.056968
6321,0.372894,0.404876
6322,0.429905,0.406181
6323,0.173194,0.177313
6324,0.408594,0.456857
6325,0.46166,0.584616
6327,0.332095,0.193536
6328,0.271763,0.48944
6331,0.138912,0.04868
6332,0.330662,0.11557
6333,0.3119,0.608163
6334,0.319597,0.15117
6335,0.362766,0.430686
6336,0.179481,0.385769
6337,0.339389,0.482738
6339,0.254153,0.109165
6340,0.409625,0.107983
6342,0.116696,0.422663
6343,0.375228,0.182293
6345,0.312996,0.59963
6346,0.44438,0.384903
6347,0.115738,0.343558
6349,0.494469,0.45146
6350,0.290429,0.256414
6351,0.300823,0.288021
6352,0.282517,0.119914
6354,0.282167,0.328502
6355,0.328594,0.426408
6356,0.247736,0.543543
6357,0.129914,0.323734
6359,0.373508,0.576038
6360,0.334676,0.14389
6361,0.322244,0.507023
6363,0.158835,0.497219
6364,0.357203,0.327092
6365,0.360886,0.49419
6367,0.362841,0.298356
6368,0.408749,0.120248
6370,0.236227,0.576762
6371,0.485429,0.414809
6372,0.218199,0.387185
6373,0.155854,0.078871
6375,0.390014,0.28766
6376,0.306561,0.483146
6378,0.435562,0.396436
6379,0.468064,0.525253
6380,0.361345,0.472996
6381,0.416381,0.449411
6383,0.284434,0.196404
6384,0.336182,0.639405
6385,0.361574,0.453624
6386,0.21162,0.422226
6387,0.393684,0.339112
6388,0.211351,0.504242
6389,0.378944,0.295749
6390,0.289035,0.138707
6392,0.238527,0.369803
6393,0.3514,0.297195
6394,0.352581,0.77303
6395,0.374235,0.603982
6396,0.414087,0.631918
6399,0.208959,0.461104
6400,0.212596,0.487434
6401,0.337004,0.195676
6402,0.158412,0.094295
6403,0.133686,0.399871
6406,0.144955,0.585233
6407,0.391341,0.428387
6408,0.375279,0.119652
6410,0.387273,0.498897
6411,0.12044,0.027947
6412,0.340625,0.623311
6413,0.146805,0.352625
6414,0.425437,0.167852
6415,0.069798,0.021577
6416,0.340828,0.548198
6417,0.394083,0.914314
6418,0.371051,0.502504
6419,0.356208,0.301128
6421,0.446612,0.14218
6424,0.384365,0.428884
6425,0.221413,0.423807
6426,0.373364,0.587577
6427,0.280044,0.458109
6428,0.419666,0.443602
6429,0.319099,0.388826
6430,0.387977,0.32946
6431,0.456657,0.517839
